Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1098
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1099
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1100
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1101
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1102
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1103
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1104
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1105
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1106
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1107
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1108
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1109
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1110
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1111
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1112
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1113
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1114
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1115
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1116
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1117
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1118
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1119
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1120
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1121
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1122
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1123
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1124
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1125
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1126
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1127
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1128
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1129
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1130
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1131
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1132
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1133
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1134
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1135
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1136
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1137
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1138
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Magenta Block #1139
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1140
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1141
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1142
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1143
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1144
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1145
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1146
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1147
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1148
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1149
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1150
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1151
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1152
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Magenta Block #1153
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1154
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1155
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1156
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1157
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1158
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Magenta Block #1159
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1160
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1161
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1162
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1163
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1164
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1165
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1166
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1167
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1168
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1169
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1170
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1171
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1172
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1173
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1174
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1175
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1176
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1177
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1178
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1179
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1180
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1181
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1182
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1183
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1184
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1185
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1186
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1187
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1188
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1189
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1190
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1191
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1192
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1193
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1194
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1195
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1196
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1197
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1198
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1199
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1200
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1201
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1202
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1203
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1204
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1205
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1206
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1207
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1208
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1209
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1210
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1211
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1212
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1213
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1214
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1215
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1216
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1217
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1218
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1219
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1220
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1221
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1222
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1223
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1224
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1225
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1226
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1227
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1228
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1229
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1230
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1231
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1232
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1233
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1234
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1235
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1236
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1237
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1238
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1239
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1240
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1241
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1242
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1243
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1244
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1245
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1246
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1247
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1248
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1249
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1250
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1251
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1252
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1253
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1254
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1255
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1256
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1257
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1258
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Pink Block #1259
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1260
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1261
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1262
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1263
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1264
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1265
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1266
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1267
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1268
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1269
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1270
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1271
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1272
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Pink Block #1273
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1274
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1275
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1276
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1277
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1278
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Pink Block #1279
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Black Block #1280
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Grey Block #1281
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Grey Block #1282
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Grey Block #1283
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Silver Block #1284
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Silver Block #1285
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Silver Block #1286
chiselsandbits:block_bit:0, Chiseled Bit - Glowing White Block #1287
chiselsandbits:block_bit:0, Chiseled Bit - Glowing White Block #1288
chiselsandbits:block_bit:0, Chiseled Bit - Glowing White Block #1289
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Simple Crystal Deposit
chiselsandbits:block_bit:0, Chiseled Bit - Block of Simple Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Damp Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dense Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Searing Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Floating Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bright Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dull Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Verdant Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Spacious Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pure Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Soil
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Lordic Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Lordic Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Squared Lordic Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Crystalline Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Crystalline Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Squared Crystalline Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ascension Matrix
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Summoner
chiselsandbits:block_bit:0, Chiseled Bit - Lordic Anchor (Ignis)
chiselsandbits:block_bit:0, Chiseled Bit - Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz Enriched Iron
chiselsandbits:block_bit:0, Chiseled Bit - Wub Wub Ore
chiselsandbits:block_bit:0, Chiseled Bit - Asphalt
chiselsandbits:block_bit:0, Chiseled Bit - White Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - LightBlue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - LightGray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Green Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Black Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Nether Star Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flesh Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wub Wub Ore
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Unhardened Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ender Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flint Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
